"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0019362","pyridine nucleotide metabolic process","11/262","48/11749",0.229166666666667,10.2766380407125,9.72588308341758,5.98717688826461e-09,4.5502544350811e-07,4.02926500761106e-07,"NAMPTP1/BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/GPD1/ALDOA/ALDOA",11,"BP"
"GO:0046496","nicotinamide nucleotide metabolic process","11/262","48/11749",0.229166666666667,10.2766380407125,9.72588308341758,5.98717688826461e-09,4.5502544350811e-07,4.02926500761106e-07,"NAMPTP1/BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/GPD1/ALDOA/ALDOA",11,"BP"
"GO:0072524","pyridine-containing compound metabolic process","11/262","50/11749",0.22,9.86557251908397,9.48738931792832,9.51459295451672e-09,6.77914748009316e-07,6.00295700222469e-07,"NAMPTP1/BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/GPD1/ALDOA/ALDOA",11,"BP"
"GO:0009132","nucleoside diphosphate metabolic process","10/262","40/11749",0.25,11.2108778625954,9.76927822092914,1.20490224371653e-08,8.07993269315793e-07,7.15480651222387e-07,"BPGM/TIGAR/TPI1/ENTPD6/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",10,"BP"
"GO:0016052","carbohydrate catabolic process","10/262","41/11749",0.24390243902439,10.9374418171663,9.62619099732328,1.56257034469042e-08,9.89627884970599e-07,8.76318690384861e-07,"BPGM/TIGAR/TPI1/PGK2/PGAM1/AGL/PKLR/GPI/ALDOA/ALDOA",10,"BP"
"GO:0006082","organic acid metabolic process","27/262","351/11749",0.0769230769230769,3.44950088079859,7.03632897099223,1.92613919036561e-08,1.15568351421937e-06,1.02336148673719e-06,"PAH/BPGM/LDHB/TIGAR/TPI1/RGN/CRYL1/HIBADH/GADL1/PGK2/CYP2U1/CARNS1/TPH1/LDHA/EGLN3/PGAM1/GLS2/GLUL/PKLR/GPI/ABAT/PSPH/LOC107050163/ALDOA/ALDOA/AGXT2/BHMT2",27,"BP"
"GO:0019752","carboxylic acid metabolic process","26/262","332/11749",0.0783132530120482,3.51184125816242,7.0115580667146,2.49129870343498e-08,1.42004026095794e-06,1.25745024031271e-06,"PAH/BPGM/LDHB/TIGAR/TPI1/RGN/CRYL1/HIBADH/GADL1/PGK2/CARNS1/TPH1/LDHA/EGLN3/PGAM1/GLS2/GLUL/PKLR/GPI/ABAT/PSPH/LOC107050163/ALDOA/ALDOA/AGXT2/BHMT2",26,"BP"
"GO:0006090","pyruvate metabolic process","9/262","33/11749",0.272727272727273,12.2300485773768,9.7561445732157,2.87130710907186e-08,1.55100482830639e-06,1.37341978794629e-06,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:0043436","oxoacid metabolic process","26/262","335/11749",0.0776119402985075,3.48039193346246,6.95589605877107,2.99316721252111e-08,1.55100482830639e-06,1.37341978794629e-06,"PAH/BPGM/LDHB/TIGAR/TPI1/RGN/CRYL1/HIBADH/GADL1/PGK2/CARNS1/TPH1/LDHA/EGLN3/PGAM1/GLS2/GLUL/PKLR/GPI/ABAT/PSPH/LOC107050163/ALDOA/ALDOA/AGXT2/BHMT2",26,"BP"
"GO:0046034","ATP metabolic process","10/262","49/11749",0.204081632653061,9.15173703069014,8.63544205573825,9.78835913568068e-08,4.85162148464173e-06,4.29612650394406e-06,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/LOC776719/ALDOA/ALDOA",10,"BP"
"GO:0009154","purine ribonucleotide catabolic process","9/262","41/11749",0.219512195121951,9.84369763544964,8.56670399965071,2.2312975032812e-07,1.01747166149623e-05,9.00974444482809e-06,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:0009261","ribonucleotide catabolic process","9/262","41/11749",0.219512195121951,9.84369763544964,8.56670399965071,2.2312975032812e-07,1.01747166149623e-05,9.00974444482809e-06,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:0006195","purine nucleotide catabolic process","9/262","44/11749",0.204545454545455,9.17253643303262,8.20213283741584,4.2585573748674e-07,1.86721361821109e-05,1.65342369331896e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","10/262","58/11749",0.172413793103448,7.73163990523822,7.76136927134921,5.20897740189495e-07,2.19934601413342e-05,1.94752800328158e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/LOC776719/ALDOA/ALDOA",10,"BP"
"GO:0009144","purine nucleoside triphosphate metabolic process","10/262","60/11749",0.166666666666667,7.47391857506361,7.59247696089194,7.23695463252363e-07,2.84487182106101e-05,2.51914319150278e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/LOC776719/ALDOA/ALDOA",10,"BP"
"GO:0009199","ribonucleoside triphosphate metabolic process","10/262","60/11749",0.166666666666667,7.47391857506361,7.59247696089194,7.23695463252363e-07,2.84487182106101e-05,2.51914319150278e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/LOC776719/ALDOA/ALDOA",10,"BP"
"GO:0046434","organophosphate catabolic process","12/262","95/11749",0.126315789473684,5.66444355162716,6.89371685178132,1.24266246046034e-06,4.72211734974928e-05,4.18145017397004e-05,"BPGM/TIGAR/TPI1/ENTPD6/PGK2/PLA2G4B/PGAM1/PKLR/GPI/GPD1/ALDOA/ALDOA",12,"BP"
"GO:0009166","nucleotide catabolic process","9/262","51/11749",0.176470588235294,7.913560844185,7.47240449263412,1.59451924717154e-06,5.6804748180486e-05,5.0300788093339e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:0072523","purine-containing compound catabolic process","9/262","51/11749",0.176470588235294,7.913560844185,7.47240449263412,1.59451924717154e-06,5.6804748180486e-05,5.0300788093339e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",9,"BP"
"GO:1901292","nucleoside phosphate catabolic process","10/262","67/11749",0.149253731343284,6.69306141050473,7.05755015181553,2.07527054947706e-06,7.16911644364803e-05,6.34827577974004e-05,"BPGM/TIGAR/TPI1/ENTPD6/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",10,"BP"
"GO:0009141","nucleoside triphosphate metabolic process","10/262","69/11749",0.144927536231884,6.4990596304901,6.91864197110451,2.73613325052338e-06,9.17409383999016e-05,8.123689743814e-05,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/LOC776719/ALDOA/ALDOA",10,"BP"
"GO:0006163","purine nucleotide metabolic process","14/262","151/11749",0.0927152317880795,4.15767655831353,5.8978519771844,6.88468489354297e-06,0.000224244022246828,0.000198568806403239,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/GPD1/ALDOA/ALDOA",14,"BP"
"GO:0009150","purine ribonucleotide metabolic process","12/262","114/11749",0.105263157894737,4.72036962635597,6.02815798874409,8.62763403288507e-06,0.00027320841104136,0.000241926930922128,"BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/ALDOA/ALDOA",12,"BP"
"GO:0006091","generation of precursor metabolites and energy","13/262","134/11749",0.0970149253731343,4.35048991682807,5.89088319308113,8.97538261861001e-06,0.000276538815816633,0.000244876015113713,"PPP1R3A/BPGM/TIGAR/TPI1/PHKA1/PGK2/PGAM1/AGL/PKLR/PHKB/GPI/ALDOA/ALDOA",13,"BP"
"GO:0009259","ribonucleotide metabolic process","12/262","123/11749",0.0975609756097561,4.3749767268665,5.68247433411229,1.88131977002072e-05,0.00055412227366074,0.00049067706411879,"BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/ALDOA/ALDOA",12,"BP"
"GO:0046364","monosaccharide biosynthetic process","5/262","16/11749",0.3125,14.0135973282443,7.86651046120932,1.89568146252359e-05,0.00055412227366074,0.00049067706411879,"TPI1/RGN/PGK2/GPI/FBP2",5,"BP"
"GO:0019637","organophosphate metabolic process","26/262","486/11749",0.0534979423868313,2.39903559199573,4.75717535019691,3.22282099343239e-05,0.000912998055850902,0.000808462729049876,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/IMPA2/ENTPD6/TTC7A/PLB1/SYNJ2/PGK2/MTMR7/PLA2G4B/PGAM1/GPAM/NPPC/PKLR/GPI/SOCS3/PROCA1/PLA2G2E/LOC776719/GPD1/ALDOA/ALDOA/FBP2",26,"BP"
"GO:0019693","ribose phosphate metabolic process","12/262","130/11749",0.0923076923076923,4.13940105695831,5.4357991888929,3.28358949911289e-05,0.000912998055850902,0.000808462729049876,"BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/ALDOA/ALDOA",12,"BP"
"GO:0030388","fructose 1,6-bisphosphate metabolic process","4/262","10/11749",0.4,17.9374045801527,8.09208832222868,4.56595978694385e-05,0.00123933194217047,0.00109743244001984,"TIGAR/ALDOA/ALDOA/FBP2",4,"BP"
"GO:1901136","carbohydrate derivative catabolic process","10/262","95/11749",0.105263157894737,4.72036962635597,5.49844252678728,4.89042955370539e-05,0.0012965324863312,0.00114808370673279,"BPGM/TIGAR/TPI1/PGK2/PGAM1/PKLR/GPI/GPD1/ALDOA/ALDOA",10,"BP"
"GO:0006936","muscle contraction","8/262","60/11749",0.133333333333333,5.97913486005089,5.83942573138384,5.15406939947249e-05,0.00133537252622696,0.00118247668758232,"LMOD2/ADRA2C/LOC101748152/RNF207/EDN2/SCN4B/TPM2/TMOD1",8,"BP"
"GO:0016051","carbohydrate biosynthetic process","7/262","45/11749",0.155555555555556,6.97565733672604,6.06532518604264,5.56515350045873e-05,0.00140983888678288,0.00124841689051226,"PPP1R3A/TPI1/RGN/PGK2/AGL/GPI/FBP2",7,"BP"
"GO:0003012","muscle system process","8/262","62/11749",0.129032258064516,5.78625954198473,5.7065006616306,6.55402890203759e-05,0.00162425933659192,0.00143828689177438,"LMOD2/ADRA2C/LOC101748152/RNF207/EDN2/SCN4B/TPM2/TMOD1",8,"BP"
"GO:0086009","membrane repolarization","4/262","11/11749",0.363636363636364,16.3067314365024,7.67027714696592,7.04950518051707e-05,0.0017098799799552,0.00151410424817825,"KCNH2/KCNH7/RNF207/SCN4B",4,"BP"
"GO:0044057","regulation of system process","8/262","66/11749",0.121212121212121,5.43557714550081,5.4572546622247,0.000103102073537774,0.00244867424652214,0.0021683089588317,"KCNH2/VIP/ADRA2C/BEGAIN/LOC101748152/SMTNL2/RNF207/EDN2",8,"BP"
"GO:0009117","nucleotide metabolic process","14/262","196/11749",0.0714285714285714,3.20310796074155,4.69727225612324,0.000125862679479791,0.00292823376748901,0.00259296046447088,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/GPD1/ALDOA/ALDOA",14,"BP"
"GO:0003008","system process","18/262","301/11749",0.0598006644518272,2.68167178108595,4.46363812290836,0.000140676367482935,0.00320742117861091,0.00284018181928704,"LMOD2/NTF3/KCNH2/VIP/PNOC/CHRNA9/ADRA2C/BEGAIN/LOC101748152/CLRN1/KLHL3/SMTNL2/RNF207/EDN2/SCN4B/TPM2/NPR3/TMOD1",18,"BP"
"GO:0006094","gluconeogenesis","4/262","13/11749",0.307692307692308,13.7980035231944,6.97241382236227,0.000147445231890909,0.00329583459520856,0.00291847218541552,"TPI1/PGK2/GPI/FBP2",4,"BP"
"GO:0032787","monocarboxylic acid metabolic process","13/262","179/11749",0.0726256983240224,3.25679133438526,4.59494741468246,0.000185682817627419,0.00407073869413957,0.00360465226932581,"BPGM/TIGAR/TPI1/CRYL1/PGK2/PGAM1/PKLR/GPI/ABAT/LOC107050163/ALDOA/ALDOA/AGXT2",13,"BP"
"GO:0019319","hexose biosynthetic process","4/262","14/11749",0.285714285714286,12.8124318429662,6.67868700123736,0.000202818192339605,0.00436250451447452,0.00386301184615056,"TPI1/PGK2/GPI/FBP2",4,"BP"
"GO:0072521","purine-containing compound metabolic process","14/262","212/11749",0.0660377358490566,2.96136396370445,4.35220135581941,0.00028541521580206,0.00602543233359905,0.00533553980417497,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/GPD1/ALDOA/ALDOA",14,"BP"
"GO:0006006","glucose metabolic process","5/262","28/11749",0.178571428571429,8.00776990185387,5.60668065403858,0.000342603384429537,0.00710123378635768,0.00628816546732873,"GAPDH/TPI1/PGK2/GPI/FBP2",5,"BP"
"GO:0044283","small molecule biosynthetic process","13/262","191/11749",0.0680628272251309,3.05217617201551,4.31836436342325,0.000350596535883739,0.0071371437662047,0.00631996387053583,"PAH/TPI1/RGN/INSIG1/PGK2/CARNS1/GLS2/GLUL/GPI/PSPH/LOC107050163/BHMT2/FBP2",13,"BP"
"GO:0048513","animal organ development","18/262","328/11749",0.0548780487804878,2.46092440886241,4.05267619486842,0.000402842562176743,0.00805685124353485,0.00713436781398885,"SEMA3E/NHS/FGF14/MEIS1/BFSP1/SIX3/GREM2/SYNJ2/AR/FHL1/HAND2/NRG3/HOXD9/LHX8/TBX5/RNF207/HOMER3/HOXC9",18,"BP"
"GO:0006520","amino acid metabolic process","12/262","177/11749",0.0677966101694915,3.04023806443266,4.13040436138012,0.00060960640307002,0.0119819189568935,0.010610027959059,"PAH/ACCSL/HIBADH/CARNS1/TPH1/EGLN3/GLS2/GLUL/ABAT/PSPH/AGXT2/BHMT2",12,"BP"
"GO:0008652","amino acid biosynthetic process","6/262","48/11749",0.125,5.60543893129771,4.82846914981939,0.000649530761843147,0.0125502553983252,0.0111132917146758,"PAH/CARNS1/GLS2/GLUL/PSPH/BHMT2",6,"BP"
"GO:0007389","pattern specification process","7/262","67/11749",0.104477611940299,4.68514298735331,4.56838238243271,0.000703070606141108,0.0133583415166811,0.0118288545840232,"HOXA6/HOXA7/MEIS1/HOXD9/TBX5/RNF207/HOXC9",7,"BP"
"GO:0005977","glycogen metabolic process","4/262","21/11749",0.19047619047619,8.54162122864413,5.22386192502716,0.00107232940534589,0.0194040559062589,0.0171823542143142,"PPP1R3A/PHKA1/AGL/PHKB",4,"BP"
"GO:0006112","energy reserve metabolic process","4/262","21/11749",0.19047619047619,8.54162122864413,5.22386192502716,0.00107232940534589,0.0194040559062589,0.0171823542143142,"PPP1R3A/PHKA1/AGL/PHKB",4,"BP"
"GO:0044042","glucan metabolic process","4/262","21/11749",0.19047619047619,8.54162122864413,5.22386192502716,0.00107232940534589,0.0194040559062589,0.0171823542143142,"PPP1R3A/PHKA1/AGL/PHKB",4,"BP"
"GO:0060306","regulation of membrane repolarization","3/262","10/11749",0.3,13.4530534351145,5.94962515074263,0.00117130976679438,0.0196366637374351,0.0173883292005543,"KCNH2/RNF207/SCN4B",3,"BP"
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","3/262","10/11749",0.3,13.4530534351145,5.94962515074263,0.00117130976679438,0.0196366637374351,0.0173883292005543,"KCNH2/RNF207/SCN4B",3,"BP"
"GO:0099622","cardiac muscle cell membrane repolarization","3/262","10/11749",0.3,13.4530534351145,5.94962515074263,0.00117130976679438,0.0196366637374351,0.0173883292005543,"KCNH2/RNF207/SCN4B",3,"BP"
"GO:0099623","regulation of cardiac muscle cell membrane repolarization","3/262","10/11749",0.3,13.4530534351145,5.94962515074263,0.00117130976679438,0.0196366637374351,0.0173883292005543,"KCNH2/RNF207/SCN4B",3,"BP"
"GO:0099625","ventricular cardiac muscle cell membrane repolarization","3/262","10/11749",0.3,13.4530534351145,5.94962515074263,0.00117130976679438,0.0196366637374351,0.0173883292005543,"KCNH2/RNF207/SCN4B",3,"BP"
"GO:0006753","nucleoside phosphate metabolic process","15/262","273/11749",0.0549450549450549,2.46392920057042,3.69602952130117,0.00119966670615546,0.0198205803625685,0.0175511879664849,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/ENTPD6/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/GPD1/ALDOA/ALDOA",15,"BP"
"GO:0005996","monosaccharide metabolic process","6/262","56/11749",0.107142857142857,4.80466194111232,4.30999153108622,0.00148151800166954,0.0241275788843325,0.0213650490767081,"GAPDH/TPI1/RGN/PGK2/GPI/FBP2",6,"BP"
"GO:0009887","animal organ morphogenesis","7/262","77/11749",0.0909090909090909,4.07668285912561,4.09057876186955,0.00161022310613083,0.0258542864928049,0.0228940542443212,"FGF14/MEIS1/GREM2/HOXD9/TBX5/RNF207/HOXC9",7,"BP"
"GO:0170034","L-amino acid biosynthetic process","5/262","41/11749",0.121951219512195,5.46872090858313,4.32875600896044,0.00206356859884979,0.0317901108471454,0.028150245893271,"PAH/GLS2/GLUL/PSPH/BHMT2",5,"BP"
"GO:0170038","proteinogenic amino acid biosynthetic process","5/262","41/11749",0.121951219512195,5.46872090858313,4.32875600896044,0.00206356859884979,0.0317901108471454,0.028150245893271,"PAH/GLS2/GLUL/PSPH/BHMT2",5,"BP"
"GO:1903522","regulation of blood circulation","5/262","41/11749",0.121951219512195,5.46872090858313,4.32875600896044,0.00206356859884979,0.0317901108471454,0.028150245893271,"KCNH2/ADRA2C/SMTNL2/RNF207/EDN2",5,"BP"
"GO:0030001","metal ion transport","17/262","354/11749",0.0480225988700565,2.15350196230646,3.32806736120321,0.00247493478580707,0.0371730294378129,0.0329168377016275,"KCND2/SCNN1A/KCNH2/VIP/KCNF1/ATP1B4/SLC8A3/RYR3/RBM44/KCNH7/LOC101748152/SLC6A1/SLC6A6/KLHL3/RNF207/SCN4B/HOMER3",17,"BP"
"GO:0006812","monoatomic cation transport","19/262","416/11749",0.0456730769230769,2.04814114797416,3.28717856146278,0.00247820196252086,0.0371730294378129,0.0329168377016275,"KCND2/SCNN1A/PANX1/KCNH2/VIP/KCNF1/ATP1B4/SLC8A3/RYR3/RBM44/KCNH7/LOC101748152/SLC6A1/SLC6A6/KLHL3/RNF207/SCN4B/LOC776719/HOMER3",19,"BP"
"GO:0008015","blood circulation","7/262","84/11749",0.0833333333333333,3.73695928753181,3.80184942930092,0.00265893681958817,0.0389953413048101,0.0345305007491347,"KCNH2/ADRA2C/SMTNL2/RNF207/EDN2/SCN4B/NPR3",7,"BP"
"GO:0034655","nucleobase-containing compound catabolic process","11/262","183/11749",0.0601092896174863,2.69551161723606,3.49111395253793,0.0026681022998028,0.0389953413048101,0.0345305007491347,"BPGM/TIGAR/TPI1/LOC769510/ENTPD6/PGK2/PGAM1/PKLR/GPI/ALDOA/ALDOA",11,"BP"
"GO:0055086","nucleobase-containing small molecule metabolic process","15/262","297/11749",0.0505050505050505,2.26482381062534,3.33424026427133,0.00272947003869927,0.03938728916604,0.0348775718469367,"NAMPTP1/BPGM/TIGAR/TPI1/GART-B/ENTPD6/PGK2/PGAM1/NPPC/PKLR/GPI/LOC776719/GPD1/ALDOA/ALDOA",15,"BP"
"GO:0003013","circulatory system process","7/262","85/11749",0.0823529411764706,3.69299506061967,3.76314166888906,0.00284368341519634,0.0405224886665479,0.0358827946733328,"KCNH2/ADRA2C/SMTNL2/RNF207/EDN2/SCN4B/NPR3",7,"BP"
"GO:1901607","alpha-amino acid biosynthetic process","5/262","45/11749",0.111111111111111,4.98261238337574,4.04237355557084,0.00312985023799725,0.0440497440903317,0.0390061907503491,"PAH/GLS2/GLUL/PSPH/BHMT2",5,"BP"
"GO:1903312","negative regulation of mRNA metabolic process","3/262","14/11749",0.214285714285714,9.60932388222465,4.86766656231708,0.00332574432044612,0.0455556597165494,0.0403396839041282,"LOC769510/LOC420965/PCBP4",3,"BP"
"GO:0016053","organic acid biosynthetic process","8/262","111/11749",0.0720720720720721,3.2319647892167,3.56811592709981,0.00335673282121943,0.0455556597165494,0.0403396839041282,"PAH/RGN/CARNS1/GLS2/GLUL/PSPH/LOC107050163/BHMT2",8,"BP"
"GO:0046394","carboxylic acid biosynthetic process","8/262","111/11749",0.0720720720720721,3.2319647892167,3.56811592709981,0.00335673282121943,0.0455556597165494,0.0403396839041282,"PAH/RGN/CARNS1/GLS2/GLUL/PSPH/LOC107050163/BHMT2",8,"BP"
"GO:0019318","hexose metabolic process","5/262","46/11749",0.108695652173913,4.87429472286757,3.97605398477705,0.00344878744342056,0.046254325711758,0.0409583549008088,"GAPDH/TPI1/PGK2/GPI/FBP2",5,"BP"
"GO:0005976","polysaccharide metabolic process","4/262","29/11749",0.137931034482759,6.18531192419058,4.22220566199572,0.00370037614838872,0.0490514977809667,0.043435259807892,"PPP1R3A/PHKA1/AGL/PHKB",4,"BP"
"GO:1901605","alpha-amino acid metabolic process","8/262","113/11749",0.0707964601769911,3.17476187259339,3.50815182141309,0.00374550288279724,0.049079003291826,0.0434596160266492,"PAH/HIBADH/EGLN3/GLS2/GLUL/PSPH/AGXT2/BHMT2",8,"BP"
"GO:0030017","sarcomere","8/238","55/11634",0.145454545454545,7.11016042780749,6.56381834350683,1.44833801067775e-05,0.00301254306220972,0.0028966760213555,"LMOD2/SMPX/MYOZ2/RYR3/MYOZ3/SMTNL2/FHL3/TMOD1",8,"CC"
"GO:0030016","myofibril","8/238","62/11634",0.129032258064516,6.30740037950664,6.05524341023277,3.55589631690958e-05,0.00311596323653852,0.00299611849667165,"LMOD2/SMPX/MYOZ2/RYR3/MYOZ3/SMTNL2/FHL3/TMOD1",8,"CC"
"GO:0043292","contractile muscle fiber","8/238","64/11634",0.125,6.11029411764706,5.92416745574525,4.49417774500747e-05,0.00311596323653852,0.00299611849667165,"LMOD2/SMPX/MYOZ2/RYR3/MYOZ3/SMTNL2/FHL3/TMOD1",8,"CC"
"GO:0015629","actin cytoskeleton","15/238","241/11634",0.0622406639004149,3.04247010007322,4.63023786768922,0.000128980387083721,0.00563983787417217,0.00542292103285786,"LMOD2/MYL3/MYOZ2/SMTNL1/TNNC1/MYOZ3/MYO15A/MYH1F/MYH1E/MYH1C/MYH1G/SMTNL2/FHL3/TPM2/TMOD1",15,"CC"
"GO:0016459","myosin complex","7/238","56/11634",0.125,6.11029411764706,5.53963638878601,0.000135573025821446,0.00563983787417217,0.00542292103285786,"MYL3/TNNC1/MYO15A/MYH1F/MYH1E/MYH1C/MYH1G",7,"CC"
"GO:0031674","I band","5/238","40/11634",0.125,6.11029411764706,4.67861561716274,0.00126019536831657,0.0436867727683078,0.0420065122772191,"MYOZ2/RYR3/MYOZ3/SMTNL2/FHL3",5,"CC"
